experiment_id,task_name,problem_type,owner,method_name,model_key,tuned_param,param_value,repeat,random_seed,train_accuracy,train_balanced_accuracy,train_precision,train_recall,train_f1,test_accuracy,test_balanced_accuracy,test_precision,test_recall,test_f1,train_mse,train_rmse,train_mae,train_r2,test_mse,test_rmse,test_mae,test_r2
classification_divorce_decision_tree_max_depth,classification_divorce,classification,person2,decision_tree,decision_tree_classification,max_depth,3.0,1,42,0.899875,0.5,0.0,0.0,0.0,0.9,0.5,0.0,0.0,0.0,,,,,,,,
classification_divorce_decision_tree_max_depth,classification_divorce,classification,person2,decision_tree,decision_tree_classification,max_depth,3.0,2,43,0.899875,0.5,0.0,0.0,0.0,0.9,0.5,0.0,0.0,0.0,,,,,,,,
classification_divorce_decision_tree_max_depth,classification_divorce,classification,person2,decision_tree,decision_tree_classification,max_depth,3.0,3,44,0.899875,0.5,0.0,0.0,0.0,0.9,0.5,0.0,0.0,0.0,,,,,,,,
classification_divorce_decision_tree_max_depth,classification_divorce,classification,person2,decision_tree,decision_tree_classification,max_depth,5.0,1,42,0.9005,0.5031210986267166,1.0,0.006242197253433208,0.01240694789081886,0.9,0.5,0.0,0.0,0.0,,,,,,,,
classification_divorce_decision_tree_max_depth,classification_divorce,classification,person2,decision_tree,decision_tree_classification,max_depth,5.0,2,43,0.9005,0.5031210986267166,1.0,0.006242197253433208,0.01240694789081886,0.9,0.5,0.0,0.0,0.0,,,,,,,,
classification_divorce_decision_tree_max_depth,classification_divorce,classification,person2,decision_tree,decision_tree_classification,max_depth,5.0,3,44,0.9005,0.5031210986267166,1.0,0.006242197253433208,0.01240694789081886,0.9,0.5,0.0,0.0,0.0,,,,,,,,
classification_divorce_decision_tree_max_depth,classification_divorce,classification,person2,decision_tree,decision_tree_classification,max_depth,10.0,1,42,0.91875,0.6042429599477941,0.9037433155080213,0.21098626716604243,0.34210526315789475,0.875,0.5038888888888888,0.12121212121212122,0.04,0.06015037593984962,,,,,,,,
classification_divorce_decision_tree_max_depth,classification_divorce,classification,person2,decision_tree,decision_tree_classification,max_depth,10.0,2,43,0.918375,0.6023703007717641,0.9021739130434783,0.20724094881398253,0.33705583756345175,0.871,0.5016666666666667,0.10810810810810811,0.04,0.058394160583941604,,,,,,,,
classification_divorce_decision_tree_max_depth,classification_divorce,classification,person2,decision_tree,decision_tree_classification,max_depth,10.0,3,44,0.918625,0.6036187402224508,0.9032258064516129,0.20973782771535582,0.3404255319148936,0.8735,0.5030555555555556,0.11594202898550725,0.04,0.05947955390334572,,,,,,,,
classification_divorce_decision_tree_max_depth,classification_divorce,classification,person2,decision_tree,decision_tree_classification,max_depth,20.0,1,42,0.99225,0.9668460333736878,0.9868247694334651,0.9350811485642946,0.9602564102564103,0.7885,0.4913888888888889,0.08856088560885608,0.12,0.10191082802547771,,,,,,,,
classification_divorce_decision_tree_max_depth,classification_divorce,classification,person2,decision_tree,decision_tree_classification,max_depth,20.0,2,43,0.99225,0.9668460333736878,0.9868247694334651,0.9350811485642946,0.9602564102564103,0.7835,0.4886111111111111,0.08540925266903915,0.12,0.0997920997920998,,,,,,,,
classification_divorce_decision_tree_max_depth,classification_divorce,classification,person2,decision_tree,decision_tree_classification,max_depth,20.0,3,44,0.99225,0.9668460333736878,0.9868247694334651,0.9350811485642946,0.9602564102564103,0.788,0.5,0.1,0.14,0.11666666666666667,,,,,,,,
regression_years_decision_tree_max_depth,regression_years,regression,person2,decision_tree,decision_tree_regression,max_depth,3.0,1,42,,,,,,,,,,,195.9661341537497,13.99879045324094,12.108404774305107,0.005056928740162059,200.16535973369156,14.147980765243199,12.209707640673395,-0.0021107480538480328
regression_years_decision_tree_max_depth,regression_years,regression,person2,decision_tree,decision_tree_regression,max_depth,3.0,2,43,,,,,,,,,,,195.9661341537497,13.99879045324094,12.108404774305107,0.005056928740162059,200.16535973369156,14.147980765243199,12.209707640673395,-0.0021107480538480328
regression_years_decision_tree_max_depth,regression_years,regression,person2,decision_tree,decision_tree_regression,max_depth,3.0,3,44,,,,,,,,,,,195.9661341537497,13.99879045324094,12.108404774305107,0.005056928740162059,200.16535973369156,14.147980765243199,12.209707640673395,-0.0021107480538480328
regression_years_decision_tree_max_depth,regression_years,regression,person2,decision_tree,decision_tree_regression,max_depth,5.0,1,42,,,,,,,,,,,192.93833987083337,13.89022461556448,11.985436150800059,0.020429395804416273,204.1069348588724,14.286599835470733,12.296608405723967,-0.021843906690589776
regression_years_decision_tree_max_depth,regression_years,regression,person2,decision_tree,decision_tree_regression,max_depth,5.0,2,43,,,,,,,,,,,192.93833987083337,13.89022461556448,11.985436150800059,0.020429395804416273,204.1069348588724,14.286599835470733,12.296608405723967,-0.021843906690589776
regression_years_decision_tree_max_depth,regression_years,regression,person2,decision_tree,decision_tree_regression,max_depth,5.0,3,44,,,,,,,,,,,192.93833987083337,13.89022461556448,11.985436150800059,0.020429395804416273,204.1069348588724,14.286599835470733,12.296608405723967,-0.021843906690589776
regression_years_decision_tree_max_depth,regression_years,regression,person2,decision_tree,decision_tree_regression,max_depth,10.0,1,42,,,,,,,,,,,150.12015506289077,12.252353041881006,9.952280401934155,0.23782234730879015,251.09085679157374,15.845846673231877,13.301027011949401,-0.2570648920655032
regression_years_decision_tree_max_depth,regression_years,regression,person2,decision_tree,decision_tree_regression,max_depth,10.0,2,43,,,,,,,,,,,150.0751199438432,12.250515088919453,9.951414925743677,0.238050995895717,250.0441749975734,15.812785175217345,13.273783000405391,-0.25182476921429897
